SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
3191,SOBEVMI12AB018E480,681223,A Somber Wind From A Distant Shore,ARSKSFC1264D0E32F8,,,,Canis Dirus,0,722.20689,9,0.667,200.169,3,0.543,A Somber Wind from a Distant Shore (Album),0
3192,SOIZXXS12AC468645B,735410,The Golden Age of Light Music: Orchestral Gems in Stereo,ARKXLIJ1187B9A4C54,,,,Percy Faith And His Orchestra,0,152.13669,2,0.645,179.264,5,0.741,Damisela Encantadora,0
3193,SOWOSLT12A8C13F193,667999,Leviathans Creations,ARUDPRC1257509BA98,,,,Adr Lavey,0,194.45506,6,0.512,96.007,4,0.655,In The Name of the Father,0
3194,SOXXWCZ12AB017D07C,391799,Antonis Remos Live,ARVAWTX1187B9A9990,,,,Antonis Remos,0,140.64281,0,0.759,117.671,3,1,To Agalma,0
3195,SOJFAFW12A8C142321,747610,Only Do for Love,AR5JR4O1187FB35F58,,,,Cache Cache,0,245.49832,3,0.508,125.003,4,0.583,Only Do for Love,0
3196,SOKZYGT12A8C139568,600581,Feel The Fire,ARAHQDS1187FB55275,,,,Maysa,0,230.3473,11,0.396,91.191,1,0.697,This Time Ill Be Sweeter,0
3197,SONBXTX12A8C138834,199793,Saturday Night Rag 1934-36 Volume 1,ARJAZLO11F4C83B642,,,,Bill Boyds Cowboy Ramblers,0,203.75465,9,0.366,99.487,4,0,I Cant Tame Wild Women,0
3198,SOQVKQN12A8C13B95A,211838,Perdido En El Espacio,ARABTW91187FB3A73B,,,,David Summers,0,321.33179,0,0.553,132.858,4,0.618,Las Murallas De Jericí_,0
3199,SOJBVLG12AB0180412,398259,SKOLD vs. KMFDM,ARZDUML1187B9AD101,,,,SKOLD vs. KMFDM,0,327.88853,10,0.441,127,4,0.223,Alkohol,0
3200,SOSCKEF12AB0181D6F,630606,9th Wonder Presents Dream Merchant Volume 1,ARF9EI11187B9AB66C,,North Carolina,,9th Wonder featuring Defcon_ Phonte,0,289.54077,11,0.574,137.534,3,1,Almost Genuine,0
3201,SOHFVFR12AB0186969,805384,The Best of the Wailing Souls,AR0DSOO1187B9B855E,,,,Wailing Souls,0,214.38649,0,0,124.788,4,0.049,Very Well,1979
3202,SOWOHNT12A6D4F60EA,24673,The Capitol Years,ARD0FN11187B9B25CD,40.85715,New York NY [The Bronx],-73.85678,Bobby Darin,0,163.52608,5,0.206,90.18,3,0.307,(I Heard That) Lonesome Whistle,1995
3203,SOWQROJ12A8AE47400,138100,Wake Me Up When September Ends,ARV3CRH1187B9A1B21,,Berkeley CA,,Green Day,0,340.79302,7,0.801,101.08,4,0.88,Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),2005
3204,SOTRSHW12A58A79E7C,53068,A Classic Soul Christmas,ARTB5PP1187FB523B7,41.88415,Chicago IL,-87.63241,Donny Hathaway,0,231.18322,5,0.304,92.98,1,0,This Christmas (LP Version),0
3205,SOHXBEL12A8C1355E3,200284,Dont Label Us,ARIXCFZ1187B991009,,,,Two Man Advantage,0,50.83383,0,0.262,210.982,1,0,The Sweep,0
3206,SOLLKHF12A58A77EE9,257800,Cactuses Come In Flocks,ARNUPIM11F4C83BD4D,,,,Melt Banana,0,51.61751,10,0.58,86.571,1,0,Talk Like POP,0
3207,SOLXOSZ12A8C1432E2,319515,Outta Babylon & I Love You,ARN03F71187FB4E3F4,,United States,,Ayo,0,229.25016,10,0.107,128.022,4,0.433,I Love You,0
3208,SOZBOLJ12AB018B0EC,662932,Amar y Querer (Homenaje a Las Grandes Canciones),AR6GJDZ1187B991E46,19.4319,Mexico City Mexico,-99.13285,KALIMBA,0,352.67873,0,0.558,80.484,4,0.497,Volcíçn,2009
3209,SOABLAF12AB018E1D9,583091,Black Gives Way To Blue,ARSW5F51187FB4CFC9,,Seattle WA,,Alice In Chains,0,256.522,10,0.346,107.845,4,1,Lesson Learned,2009
3210,SOYOZCL12AB0189C16,467245,Heart It Races Remixes,ARIW1BH1187FB4C94A,-37.81753,Melbourne,144.96715,Architecture In Helsinki,0,345.75628,5,0.183,100.032,4,0.996,Heart it Races (Frank Tetaz Remix),0
3211,SOXDEEZ12A6D4FBB9A,226149,Heaven & Earth,AR6AGJV1187FB504BA,,Toyohashi Japan,,Kitaro,0,81.50159,8,0.372,143.291,1,0,Village Attack/ The Arrest,1993
3212,SONHURK12A8C131104,143653,Curvy Cola Bottle Body,ARO32TC1187FB39461,35.83073,Tennessee,-85.97874,Chico,0,332.01587,4,0.425,126.938,4,0.037,Curvy Cola Bottle Body,0
3213,SOVLDWE12A8AE47F3E,277866,Massive Reggae,ARXGWNG1187FB503A5,,,,Ini Kamoze,0,248.92036,9,0.36,100.342,4,1,Here Comes The Hotstepper,1995
3214,SOQFRWV12A8C133D0A,192864,Grown Up Wrong,AR3752L1187FB4B67E,,,,The Real Kids,0,148.06159,2,0.114,179.13,4,0.184,Cant Shake That Girl,0
3215,SOTVHQT12AB0181279,8497,Grand Champ,ARTE9CG1187B99B1AF,,,,DMX / Eve / Jadakiss,0,265.22077,10,0.179,185.094,4,0.344,Were Back,2003
3216,SOTSFFZ12AB0182949,344546,Massacre Musical,ARORSBT11F50C4A96B,,,,De La Ghetto,0,280.45016,7,0.472,97.02,4,0.575,Es dificil,0
3217,SOTMYBJ12A58A7A667,618681,Blue Record,ARKLA8V1187B999B68,,,,Baroness,0,270.52363,10,0.15,176.066,3,0.592,The Sweetest Curse,2009
3218,SOQYKJX12A8AE4968F,138006,The Best Of Ill Nií±o,ARQATWU1187B98EE26,40.14323,Nueva Jersey (Estados Unidos),-74.72671,Ill Nino,0,180.50567,8,0.13,104.984,4,0.893,What You Deserve (Album Version),2006
3219,SOBBPHG12AB01869CE,648915,Da Nastier da Better,ARPOPBQ11F4C83D36D,,,,DJ Spinn featuring Traxman,0,195.49995,4,0.1,159.959,4,0,Lil Mama Getdown,0
3220,SOCLAYI12A6310F138,340,Black Market Music,AR6892W1187B9AC71B,,London England,,Placebo,0,246.96118,8,0,142.116,4,0,Slave To The Wage,2000
3221,SOXVUMX12AB0187374,509321,Adios Sui Generis Vol.I,ARPNDSH1187B9B942F,,,,Sui Generis,0,234.52689,7,0.407,124.604,4,0.362,Cancion Para Mi Muerte,0
3222,SOFMOWZ12AB017F3B7,565273,Dr Feelgood Deluxe Edition,AREGV3K1187B9AF614,,Los Angeles California,,Mí_tley Crí_e,0,254.01424,7,0.246,127.745,4,0.699,Get It For Free,1999
3223,SOJDXID12A8C140A22,609165,Best of Zydeco,ARBPXW61187B99D5D9,,,,Jude Taylor & His Burning Flames,0,260.46649,10,0.448,102.731,4,0,The Thrill Is Gone,1994
3224,SOMEUQK12AB017A8FF,385924,Fuego Caliente,ARO7FES1187B9A59BE,43.1763,AntwerpBelgium New York,-76.27503,M.I.K.E.,0,514.7424,11,0.007,140.033,4,0.753,Fuego Caliente,0
3225,SOYBUNM12A6D4F64B1,77293,Aviation,AR0WXWU1187B9AB33F,42.31256,Mass. - Boston,-71.08868,The Red Telephone,0,273.55383,2,0.23,117.329,4,0.293,Have You Seen Her,0
3226,SOKMUOE12AAF3B3F2B,481769,Eternitys Sunrise,ARBXBQR1187FB56FA5,,,,Bill Douglas,0,331.07546,10,0.486,105.535,4,0.765,Karuna,0
3227,SOGAUIQ12A6D4F8262,311757,Some Kind Of Monster,ART5MUE1187B98C961,,Los Angeles CA,,Metallica,0,252.3424,1,0.376,167.486,4,0.901,Hit The Lights,1982
3228,SOVBTZQ12AB0184DC0,757061,Freddie And The Trojan Horse,AREKO1L1187B997EFE,55.70622,Lund Sweden,13.1876,The Radio Dept.,0,256.02567,9,0.578,88.02,1,0.439,Closing Scene,2007
3229,SOVFFIH12A81C217E6,179290,Dont Look Back,ARHUQUF1187FB382E6,-29.21545,Thaba Nchu,26.83776,T-Bone,0,229.09342,0,0.643,208.416,4,0,Dont Tell Me,0
3230,SOZVBBA12A6D4FD1A8,227007,Back To The Future,AR9KWJK1187FB4A531,18.22328,Cuomo Puerto Rico,-66.42889,Willie Rosario,0,281.41669,7,0.602,197.458,4,0,Un Tipo Como Yo,1999
3231,SOMHGMP12A6D4F5904,20032,Vheissu,ARIMZQZ1187B9AD541,,Orange CA,,Thrice,0,268.17261,9,0.758,125.019,4,1,The Earth Will Shake,2005
3232,SOJSGWO12AF72A2C49,153947,Hurricane Bar,ARR6MOS1187B994C51,,Borlí_nge,,Mando Diao,0,251.03628,6,0.312,119.346,4,0.298,All My Senses,2004
3233,SONMMXM12CF530E58E,399217,Shakira MTV Unplugged,AR6PJ8R1187FB5AD70,,Barranquilla Colombia,,Shakira,0,409.99138,6,0.117,87.054,5,1,Ojos Así_,1998
3234,SOLWSUT12AB0188BE5,771701,Rookie Of The Year (Collectors Edition),ARICCN811C8A41750F,,United States,,Ya Boy,0,208.14322,2,0.645,117.66,1,1,How U Want It?,0
3235,SOBWVGX12AB017BD87,569858,The BBC Sessions,AR8BUVM1187FB4D94D,,,,Belle and Sebastian,0,250.69669,1,0.336,104.494,1,0.32,Like Dylan In The Movies,1996
3236,SOQHNAC12A81C22229,181407,Stax-Volt Chartbusters Vol.6,AR7AOEJ1187FB3D279,33.35303,Inverness MS,-90.59005,Little Milton,0,185.36444,8,0.478,142.739,1,0.238,Who Can Handle Me Is You,0
3237,SONKSSI12AB0188CB2,658758,Eliete Cardoso (Cancíço Do Amor Demais),ARKFSDP119B8668F25,,,,Elizete Cardoso,0,103.18322,1,0.29,63.621,1,1,Cancíço Do Amor Demais,0
3238,SOIHCDS12AC4687731,782426,Tribute To Arsenio Rodriguez,ARKYRYH11F4C84282E,,,,Orquesta Harlow,0,281.59955,9,0.627,124.001,4,0,El Terror,0
3239,SOTFKBC12A8C13189D,283993,No Control,ARWZSFC1187FB567BF,40.65507,Brooklyn NY,-73.94888,Eddie Money,0,213.68118,0,0.822,120.581,4,0.708,Runnin Away,1983
3240,SONIIAC12A67AD84E5,16369,A Beautiful Lie,ARRBF3M1187FB4D59F,,Los Angeles CA,,30 Seconds To Mars,0,234.73587,10,0.226,106.525,3,1,Hunter,2005
3241,SOZICVP12AC3DF5451,594473,The Russell Family of Doolin_ Co. Clare,AR3O3TX1187FB48B19,,,,The Russell Family,0,96.86159,4,0,117.005,3,0.661,Tatter Jack Walsh,0
3242,SOPLIYZ12A6D4FBB08,128135,18 CANDLES: THE EARLY YEARS,AR10USD1187B99F3F1,,Burlington Ontario Canada,,Silverstein,0,242.83383,9,0.513,202.068,5,1,MY CONSOLATION (LP Version),2006
3243,SOZLBPC12AB0183CEF,570420,Viva Soul,AR97HAK1187B99C7D2,,,,The Harvey Averne Dozen,0,166.81751,10,0.172,92.082,1,0.275,The Think Drink Theme,1967
3244,SOCIVUH12A8C138A99,249287,Deja-Blues,AROC6N61187FB40B14,,,,Steven Halpern,0,264.82893,6,0.856,144.544,4,0.875,Bamboo Blue,0
3245,SOHMBBX12A58A7926C,213985,Wishmaster,AR74Q3R1187B9B24C3,,Kitee Finland,,Nightwish,0,175.80363,9,0,78.006,5,1,Sleepwalker,2000
3246,SODTWEQ12A8C140FDB,372530,In The Mood,ARSTA431187B9A3599,18.01571,Kingston Jamaica,-76.79731,Dennis Brown,0,205.24363,1,0.204,157.619,4,0.331,Go Now - Original,0
3247,SOEZHBW12A8AE45C83,279664,Intí©grale 81-91,AR7GOK91187FB455F5,48.85692,Paris France,2.34121,Jean-Jacques Goldman,0,327.65342,2,0.862,120.704,4,0.79,Comme Toi (Live),1991
3248,SOYEPDE12A67ADCF1B,19113,There Youll Be,ARVNGA71187FB3C107,,Nashville TN,,Faith Hill,0,253.1522,11,0.246,154.434,4,0.81,There Will Come A Day (Album Version),2001
3249,SOUWQYP12A8C1373F2,293908,Estopa,ARZ4Y2H1187FB3C36F,,,,Estopa,0,195.83955,11,0.742,142.869,4,1,Exiliado En El Lavabo,1999
3250,SOOYFUC12A8C13F122,169203,Creepshow Remixes,ARTC5DW1187B98FCF2,51.50632,London England,-0.12714,Plump DJs,0,490.55302,11,0.586,129.961,4,0.826,Creepshow Remixes (Soul Of Man Mix),0
3251,SOJCZRX12A8C1342A8,283677,The Clarke/Duke Project,AR57MOK1187FB3C8C7,,,,Stanley Clarke & George Duke,0,339.09506,11,0.131,132.465,4,0.435,Finding My Way,1990
3252,SODJKTV12A8C137456,262311,All Gods Children,AREWQSE1187B9AEC6C,32.58507,Mississippi,-89.87374,The Jackson Southernaires,0,193.25342,7,0.427,115.262,3,0.265,Keep On Doing What Im Doing,0
3253,SOIASMV12AB0182DC0,539483,Sings Cole Porter,AR4PQ891187FB5CA9F,40.76099,East Orange NJ,-74.20991,Dionne Warwick,0,210.96444,7,0.308,101.421,3,0.834,Just One Of Those Things,0
3254,SOPNFYY12AB01828D4,606388,New Moon,AR557N41187FB3E67F,62.24049,Jyví_skylí_ Finland,25.75129,Swallow The Sun,0,377.75628,0,0.495,71.758,4,0.85,...and Heavens Cried Blood,2009
3255,SOHCGGR12A58A78585,514801,Canciones De Amor De Miguel Gallardo,ARXFQDY1187B9AAF1E,,,,Miguel Gallardo,0,227.60444,10,0.522,108.789,4,0.364,Dedicado,0
3256,SOUTCRW12A8C13D937,297992,Revenge,ARMI8BW1187FB57B2E,,New York NY,,Kiss,0,240.45669,2,0.021,91.413,1,0.94,Domino,0
3257,SOMNCXX12A8C130C46,282150,Boo-Tay,ARRA2F91187B9B4061,,,,Bare Jr.,0,230.05995,7,0.163,91.973,4,0.79,Tobacco Spit,1998
3258,SOHBPQS12A58A7A631,53673,Joao,AR3THYK1187B999F1F,,,,Joí£o Gilberto,0,312.05832,2,0.099,55.596,4,0,Eu E Meu Coracao,1991
3259,SOJVPKL12AB018E875,809840,The Ultimate Reggae Dancehall X-Perience 2008,ARL5BEN1187B98E4D9,,Montego Bay Jamaica,,Jah Cure,0,210.85995,8,0.156,168.979,4,0.186,To Your Arms of Love,2007
3260,SOFHYZU12CF530E59B,43558,Janet,ART4QZC1187FB51612,,Los Angeles &amp; New York,,Janet Jackson,0,227.082,0,0.647,129.542,4,0,Again,1993
3261,SOQOSFA12AC960D97D,692284,Le Prí©sent,ARABS971187B9A8509,,,,France D Amour,0,229.79873,3,0.534,95.068,4,1,Je nirai pas ailleurs,0
3262,SONCRFH12A8AE495EF,235960,Angels Of The Heart,ARFEV5S1187B99F2EA,56.95468,Canada,-98.30897,Aeoliah,0,262.53016,5,0.265,99.21,5,0.781,The Passion (Regular),0
3263,SOYXOJV12AB017FC27,552624,Scars,ARFSPOV1187B9B2363,,London England,,Basement Jaxx,0,210.20689,0,0.682,85.332,5,0.512,Twerk (feat. Yo Majesty),2009
3264,SOLEIOS12AB018372B,498256,Wonderful Town,ARWVMJA1187B98AA6E,37.27188,California,-119.27023,Nancy Walker,0,162.79465,0,0.007,75.77,5,0.404,Ya Got Me,0
3265,SOJOGRW12AB0183B0C,573734,Glen Washington & Friends,ARHCERP1187B9912A5,,,,Glen Washington,0,203.75465,1,0.064,158.242,4,1,Love the One Youre With,0
3266,SOMMAMA12A8C13F9E7,609844,How Can it Be Told,ARGP3GD1187B999801,37.80506,Oakland CA,-122.27302,Tony Martin,0,192.54812,3,0.699,66.568,3,0.724,Where in the World,0
3267,SOKWEYI12AB018B712,575124,Till,ARTE3P61187B9A709D,41.26069,Omaha NE,-95.93995,Roger Williams,0,161.95873,10,0.347,86.721,4,0.603,The High and The Mighty,0
3268,SOIDKSM12A8C13C275,111300,The Paul Butterfield Blues Band Live,ARHWVGW1187FB41479,,,,The Paul Butterfield Blues Band,0,490.84036,5,0.021,200.105,7,0.488,All In A Day (Live @ The Troubadour_ LosAngeles),0
3269,SOKWAIM12A8C137350,155097,Vafalungo,AR0693R1187FB59D32,,,,Dusminguet,0,173.97506,7,0.064,106.073,4,1,Africa,1998
3270,SOAKFMO12AB017DE84,326817,How Ya Like Me Now,ARH0Z131187B9B69E9,40.8079,Harlem New York NY,-73.9454,Kool Moe Dee,0,272.8224,1,0.341,110.153,4,1,Way Way Back,1987
3271,SOWHFID12A8C133F6B,148124,Sparrow Double Play,AR9AN471187B99E0DA,33.74831,Atlanta Georgia USA,-84.39111,Scott Wesley Brown,0,350.11873,10,0.834,111.915,4,0.98,This Little Child (Brown),0
3272,SOGEIFG12AB018E42D,810160,Tha Remixes Vol. 3,ARGBGC71187FB3DD0B,,,,DJ Nasty,0,195.13424,11,0,149.956,4,0.787,Southern Fried,0
3273,SOAEHWD12A58A7E36C,550937,Wound Creations,ARDDWUI1187FB379F7,60.17116,Helsinki Finland,24.93258,Amoral,0,306.38975,7,0,129.962,4,0,Metamorphosis,2001
3274,SODHTHF12AB0184F53,572305,Harbor Lights & Other Favorites (Digitally Remastered),ARGP3GD1187B999801,37.80506,Oakland CA,-122.27302,Tony Martin,0,216.24118,7,0.044,80.609,1,0,Ebb Tide,0
3275,SOWIEEH12AC468C6C1,690713,Hate Songs in E Minor,AR05VW21187FB407B4,52.94922,Nottingham,-1.14392,Fudge Tunnel,0,325.72036,4,0.488,140.638,3,0.647,Spanish Fly,1991
3276,SOPYTTP12A81C22D88,181787,Plaything,AROLZEM1187B9A805E,64.55653,NORWAY,12.66538,Ashes to Ashes,0,215.40526,1,0.72,110.005,4,0.271,Pass The Earplugs,0
3277,SOBVERW12AAF3B56C0,322647,Joy To The World,ARVNGA71187FB3C107,,Jackson MS,,Faith Hill,0,189.67465,6,0.306,37.656,4,0,Silent Night_ Holy Night! (Album Version),2008
3278,SOIJYGX12AB0185610,347282,Got Live if you want it!,ARFCUN31187B9AD578,51.50632,London England,-0.12714,The Rolling Stones,0,116.92363,2,0.45,173.845,1,0,Fortune Teller,1963
3279,SOHZUGI12AB0188802,507008,Hogback Mountain Sessions - Vol. 1,ARP4QQS1187B998E46,,UK - England - London,,Forensics,0,381.33506,11,0.654,96.528,1,0.721,Crappy Shop (50 Cent Diss Track),0
3280,SOTNWCI12AAF3B2028,382330,Fearless,ARS54I31187FB46721,,Wyomissing PA,,Taylor Swift,0,245.36771,5,0.989,160.786,4,0.335,The Way I Loved You,2008
3281,SOIJWMK12AC9073334,783213,BBC In Concert (19th January 1991),AR2HXXS1187B9AF3E2,,,,Jesus Jones,0,192.62649,7,0.951,114.995,4,0.907,Real_ Real_ Real (BBC In Concert),0
3282,SOBEYDE12A8C141417,620941,Heres The Deal,ARMFGS71187B98ED03,,,,Liquid Soul,0,285.28281,10,0.467,183.836,4,0,Dysfunction,2000
3283,SOJIMUS12AB0181194,419238,The Very Best of Beenie Man Gold,ARVUN5F1187FB4CCC7,,Kingston Jamaica,,Beenie Man,0,241.26649,1,0.703,120.956,5,1,Once a Year,0
3284,SOAEYFM12AC3DF51A2,683433,Hesitate,ARUJSSR1241B9CAF37,,,,MyKungFu,0,209.57995,1,0.411,110.644,3,0.771,Hesitate,0
3285,SOCVDDL12A6D4F9A6C,43847,Thirteen,ARNBV1X1187B996249,,,,Alex,0,250.69669,2,0.264,147.871,4,0.807,What If,0
3286,SONPKQG12A8C145AE2,321603,Angels & Outlaws,ARBZHTB1187FB3A725,,,,Aaron Watson,0,257.35791,9,0.483,124.15,3,0.498,Sweet Contradiction,2008
3287,SOUSXRA12A8AE490AC,236601,Music For The Spirit Volume 3,ARMSW7X1187FB5B504,34.05349,California - LA,-118.24532,Dave Eggar,0,240.09098,8,0.317,97.243,4,0.054,Sorrows Call,1998
3288,SOPPCXM12A6D4F66BC,47668,Im Going To Tell You A Secret,ARBEOHF1187B9B044D,,Bay City MI,,Madonna,0,330.94485,6,0.291,116.169,4,0.493,Vogue [Live],2006
3289,SOGXKPF12A582916B9,238284,Gateway,ARRH2S81187B98C8AA,43.07295,Madison Wisconsin,-89.38669,Bongzilla,0,475.11465,4,0.9,89.997,3,0.895,666lb. Bongsession,2002
3290,SOXJRPT12A8C13D0FD,105575,Sanna Nielsen - Min í_nskejul 2001,AR3Q3QT1187FB396E7,62.19845,Sweden,17.55142,Sanna Nielsen,0,200.30649,5,0.738,80.981,4,0.418,Dí« í_r det jul,0
3291,SOKBKBA12A8C13338A,146411,Guiding Star (Naledi Ya Tsela),ARW1DZQ1187B9A18E0,,,,Vusi Mahlasela,0,358.71302,9,0.397,190.019,5,0.567,Our Sand,0
3292,SOPEDTR12AB0185B7A,753939,Oh...Hello!,AR59GUH1187FB4DF84,,,,Scissors for Sparrow,0,225.27955,5,0.276,120.958,4,0.315,Top of the Hill_ Bottom of the Valley...Uhh!,0
3293,SOTDWOU12A8C137EDE,201582,Chillin Voices Vol.1,ARDNMNC11F4C842FDE,,,,Sin Plomo feat. Boris G.,0,299.72853,5,0.05,72.022,5,0.721,Why cant we live together,0
3294,SOZJIWO12AB0189335,680973,Sacrament,ARF1LT21187B989EEB,,,,White Willow,0,659.46077,6,0,101.341,3,0.646,The Reach,2000
3295,SOFZQHK12A8C13B23E,265616,Sugar Minott at Studio One,ARIRD6J1187FB5A98C,18.01571,Kingston Jamaica,-76.79731,Sugar Minott,0,290.35057,1,0.329,158.051,4,0,Try Love,1977
3296,SOALPUI12AB018A7FC,587606,30 Exitos Insuperables,ARRU3BE1187FB39218,,,,Los Barí_n De Apodaca,0,213.7073,9,0.737,199.046,4,0.825,Ese Que Traes A Tu Lado,0
3297,SOCVHWL12A8C13E56D,213506,Eargasm,ARTC5DW1187B98FCF2,51.50632,London England,-0.12714,Plump DJs,0,304.45669,9,0.021,134.113,4,0.207,Weighed Down,2003
3298,SOEHBCX12AB0181B89,387350,Ricky Martin MTV Unplugged,AR2FSX31187B98E3EF,,San Juan Puerto Rico,,"Ricky Martin Feat. La Mari de Chambao""",0,247.87546,0,0.505,83.891,4,0.305,Tu Recuerdo,2008
3299,SOQPBEV12AC3DF66EF,729776,Angelina & Other Favorites (Digitally Remastered),ARN0DMU1187FB5B63A,,Philadelphia Pennsylvania,,Hall & Oates,0,158.40608,3,0.619,105.314,1,0,Perkiomen,1993
3300,SOGEMXW12A8C13CC88,168715,Hide & Seek,ARO41T51187FB397AB,,Mexico City Mexico,,Sasha,0,199.23546,7,0.551,101.05,4,0.921,Jour De Chance (Lucky Day),0
3301,SOYLCKM12A8C1346FF,220705,Billy Bragg Vol.1,ARJ7SQ31187B9AF432,,Barking Essex England,,Billy Bragg,0,153.88689,7,0.849,176.447,4,0,This Guitar Says Sorry,1984
3302,SOGWUAE12A6D4FCE22,227369,Sky Songs,ARNEL2O1187FB4421A,33.89627,Houston MS,-89.00018,Bukka White,0,880.92689,4,0.971,114.268,4,0.853,My Baby,0
3303,SOAOCCQ12AB0183F50,415431,Prisoner of Love: A Tribute to Russ Columbo - Remastered Edition,ARPBNLO1187FB3D52F,40.71455,New York NY,-74.00712,Tiny Tim,0,236.77342,5,0.67,87.895,4,0.796,Sweet And Lovely,0
3304,SOPGVOO12A8C13E37D,220624,Deus Ex Machina,ARU22AM1187B9961EA,,,,React,0,131.082,4,0.124,126.412,1,0.361,Fabrication,0
3305,SOQDTMC12A6D4FA1D2,45989,19 Naughty III,AR1ZYLH1187B98C159,,East Orange NJ,,Naughty By Nature,0,216.60689,6,0.757,199.652,4,0.912,The Hood Comes First (LP Version),1993
3306,SOPYDEH12AAF3B279A,323429,El Mejor,ARYFXQ21187FB4DAEF,27.53092,Laredo TX,-99.502,Poncho Sanchez,0,372.37506,5,0.599,111.985,7,0.559,Lip Smacker,2004
3307,SOILDHG12AB0188DDF,647577,1999: 10 Year Anniversary,ARPYBWQ1187B989C0D,,,,Natural Elements,0,220.83873,4,0.339,76.76,7,0.803,NE Thang,0
3308,SOHKXIB12A81C207F1,133549,Por Tu Placer,ARRE5MX1187B992292,40.71455,New York NY,-74.00712,Frankie Negron,0,260.8322,11,0.716,125.007,4,0.358,Comerte A Besos (Bachata Version),0
3309,SOXHMJM12A58A7A33A,19068,Dance Into The Light,AR9W3X91187FB3994C,,Chiswick London England,,Phil Collins,0,262.00771,7,0.796,87.871,3,1,Dance Into The Light (LP Version),1996
3310,SOMMTIX12A8C139A75,265378,Heavy Like Sunday,ARSQW3I1187B9ACD14,,London England,,Leona Naess,0,179.74812,8,0.23,147.256,4,0.328,Heavy Like Sunday,2008
3311,SOJBPLF12AB018362A,480726,The Ultimate Collection,AR1DR0E1187FB48F61,,Cross Lane WV,,Kathy Mattea,0,250.33098,0,0.777,132.335,4,0.129,Standing Knee Deep In a River (Dying Of Thirst),1992
3312,SOAQDXZ12A58A7FFBC,556508,Lindret Prohibit,ARHC1RH11A348F085D,,,,Roger Subirana,0,288.07791,8,0.851,116.866,4,0.773,Un Res Pyr,2002
3313,SOIPGLN12A58A7C54F,153103,Sepia Blanco & Negro,ARS26BQ1187B99466D,,,,Vilma E Vampiros Palma,0,265.32526,7,0.651,127.879,4,0.504,Se Puede Salir,1995
3314,SOCSZBL12CF530E5B0,265386,Seeing Sounds,ARHAEXZ1187FB54F3C,,,,N.E.R.D.,0,222.6673,11,0.562,113.034,4,1,Intro / Time For Some Action,2008
3315,SOROXGS12AB0180D21,620764,Traditional Music Of Ireland,ARB06Z71187B99049A,,,,Seamus Egan,0,184.2673,7,0.611,98.355,1,0,The Munster Cloak,0
3316,SORAWOD12A8C142B3F,380099,STRATA,AR4IWYN1187FB47DF6,37.28848,Campbell CA,-121.94486,Strata,0,409.83465,7,0.258,91.854,3,0.48,Trio (1932)_ Movement 3: Moderato,2004
3317,SODPBUM12A8C142299,372628,Live In Canada,AR80BY41187B98DECF,33.45081,Indianola MS,-90.645,Albert King,0,454.84363,9,0.42,96.804,3,0.817,Im Gonna Move To The Outskirts Of Town - Live,0
3318,SOLNCDE12AC468EC62,745790,Unreleased Exclusive Tracks,ARDAE2T1187FB50796,,,,Mr. Sancho,0,215.97995,2,0.495,167.85,4,0.277,Ooh Baby (feat. Lil Bandit & Royal T),0
3319,SOUMZVI12AB018567C,364644,Blue To The Bone,ARGY96L1187FB410ED,39.95227,Philadelphia PA,-75.16237,Jimmy McGriff,0,334.18404,2,0.079,140.085,4,1,After The Dark,0
3320,SOWQVVZ12A58A7B65C,16061,On Stage,ARZTSYB1187FB54987,,,,Rainbow,0,663.24853,11,0.547,162.384,4,0.061,Still Im Sad,1975
3321,SOASNLL12AB018129B,632939,Questo sporco mondo meraviglioso,AR8TCLH1187B9A85E4,,Firenze Italy,,Piero Umiliani,0,158.51057,6,0.51,104.263,1,0,Questo sporco mondo meraviglioso,0
3322,SOJQTDA12AB0181540,558775,How To Meet Girls,ARS94L01187B9AD297,34.41925,Santa Barbara CA,-119.69887,Nerf Herder,0,200.04526,7,0.623,171.833,3,0.675,Pantera Fans In Love,2000
3323,SOLOLMU12A8C133FBB,148126,Freedom,ARCCRTI11F4C845308,,,,White Heart,0,301.81832,7,0.401,86.096,4,0.293,Let The Kingdom Come (Freedom Album Version),0
3324,SOJOUBX12AB018A61A,365859,Attitude Identitaire,ARYQ8281187FB58C34,47.49852,Winterthur Switzerland,8.73299,Royal S,0,285.98812,10,0,184.155,3,1,Personne Stop (feat. Nixon),0
3325,SOILZTW12A8C1438A1,346689,Street Poetry,ARGYHUI1187B9AC2A5,,,,Hanoi Rocks,0,236.35546,11,0.018,102.99,4,0.434,Walkin Away,2007
3326,SOZQJSC12A58A7F42F,27384,Frantic,ARIZODP1187B9AD272,54.89814,Washington England,-1.53179,Bryan Ferry,0,188.18567,7,0,105.361,5,0,Going Down,2002
3327,SOSWCOP12AB01864AF,817337,Triathalon,ARA26TC1187B9B8505,37.27188,California,-119.27023,Bukue One,0,130.61179,11,0.127,192.025,7,1,Up Close and Personal,0
